Count,Segments,Variable Name,Variable Count
171,Prosperous Acheivers,Internet Ads Give Good Info on New Products/Services- Agree ,588257
171,Young Affluent Mobiles,Internet Ads Give Good Info on New Products/Services- Agree ,1018314
171,Upscale Matures,Internet Ads Give Good Info on New Products/Services- Agree ,399746
171,Elite Households,Internet Ads Give Good Info on New Products/Services- Agree ,701386
171,Young Upscale Families,Internet Ads Give Good Info on New Products/Services- Agree ,1163802
171,Elder Midscale Class,Internet Ads Give Good Info on New Products/Services- Agree ,749986
171,Comfortable Retirees,Internet Ads Give Good Info on New Products/Services- Agree ,480045
171,Mass Markets,Internet Ads Give Good Info on New Products/Services- Agree ,1669873
171,Young Urban Masses,Internet Ads Give Good Info on New Products/Services- Agree ,1237910
171,Diverse Workers,Internet Ads Give Good Info on New Products/Services- Agree ,1681108
171,Modest Families,Internet Ads Give Good Info on New Products/Services- Agree ,747982
171,Well-heeled Affluents,Internet Ads Give Good Information on Consumer Product Use- Agree ,350995
171,Prosperous Acheivers,Internet Ads Give Good Information on Consumer Product Use- Agree ,489676
171,Young Affluent Mobiles,Internet Ads Give Good Information on Consumer Product Use- Agree ,845789
171,Upscale Matures,Internet Ads Give Good Information on Consumer Product Use- Agree ,332742
171,Elite Households,Internet Ads Give Good Information on Consumer Product Use- Agree ,578786
171,Young Upscale Families,Internet Ads Give Good Information on Consumer Product Use- Agree ,1006660
171,Elder Midscale Class,Internet Ads Give Good Information on Consumer Product Use- Agree ,619055
171,Comfortable Retirees,Internet Ads Give Good Information on Consumer Product Use- Agree ,421430
171,Mass Markets,Internet Ads Give Good Information on Consumer Product Use- Agree ,1484706
171,Young Urban Masses,Internet Ads Give Good Information on Consumer Product Use- Agree ,1137189
171,Diverse Workers,Internet Ads Give Good Information on Consumer Product Use- Agree ,1537247
171,Modest Families,Internet Ads Give Good Information on Consumer Product Use- Agree ,687130
171,Well-heeled Affluents,Internet Ads Give Useful Info on Bargains- Agree ,418839
171,Prosperous Acheivers,Internet Ads Give Useful Info on Bargains- Agree ,546165
171,Young Affluent Mobiles,Internet Ads Give Useful Info on Bargains- Agree ,988466
171,Upscale Matures,Internet Ads Give Useful Info on Bargains- Agree ,372541
171,Elite Households,Internet Ads Give Useful Info on Bargains- Agree ,690469
171,Young Upscale Families,Internet Ads Give Useful Info on Bargains- Agree ,1147037
171,Elder Midscale Class,Internet Ads Give Useful Info on Bargains- Agree ,694781
171,Comfortable Retirees,Internet Ads Give Useful Info on Bargains- Agree ,463185
171,Mass Markets,Internet Ads Give Useful Info on Bargains- Agree ,1638231
171,Young Urban Masses,Internet Ads Give Useful Info on Bargains- Agree ,1232692
171,Diverse Workers,Internet Ads Give Useful Info on Bargains- Agree ,1676453
171,Modest Families,Internet Ads Give Useful Info on Bargains- Agree ,733326
171,Well-heeled Affluents,Internet Ads Have No Credibility- Agree ,430162
171,Prosperous Acheivers,Internet Ads Have No Credibility- Agree ,637964
171,Young Affluent Mobiles,Internet Ads Have No Credibility- Agree ,953893
171,Upscale Matures,Internet Ads Have No Credibility- Agree ,437787
171,Elite Households,Internet Ads Have No Credibility- Agree ,624803
171,Young Upscale Families,Internet Ads Have No Credibility- Agree ,1050098
171,Elder Midscale Class,Internet Ads Have No Credibility- Agree ,833103
171,Comfortable Retirees,Internet Ads Have No Credibility- Agree ,431641
171,Mass Markets,Internet Ads Have No Credibility- Agree ,1449710
171,Young Urban Masses,Internet Ads Have No Credibility- Agree ,1104110
171,Diverse Workers,Internet Ads Have No Credibility- Agree ,1456750
171,Modest Families,Internet Ads Have No Credibility- Agree ,601717
171,Well-heeled Affluents,Internet Yellow Pages- Electronic Equipment- Supplies & Service- 1yr ,27000
171,Prosperous Acheivers,Internet Yellow Pages- Electronic Equipment- Supplies & Service- 1yr ,40108
171,Young Affluent Mobiles,Internet Yellow Pages- Electronic Equipment- Supplies & Service- 1yr ,43882
171,Upscale Matures,Internet Yellow Pages- Electronic Equipment- Supplies & Service- 1yr ,20814
171,Elite Households,Internet Yellow Pages- Electronic Equipment- Supplies & Service- 1yr ,22398
171,Young Upscale Families,Internet Yellow Pages- Electronic Equipment- Supplies & Service- 1yr ,65084
171,Elder Midscale Class,Internet Yellow Pages- Electronic Equipment- Supplies & Service- 1yr ,48603
171,Comfortable Retirees,Internet Yellow Pages- Electronic Equipment- Supplies & Service- 1yr ,4204
171,Mass Markets,Internet Yellow Pages- Electronic Equipment- Supplies & Service- 1yr ,96577
171,Young Urban Masses,Internet Yellow Pages- Electronic Equipment- Supplies & Service- 1yr ,41059
171,Diverse Workers,Internet Yellow Pages- Electronic Equipment- Supplies & Service- 1yr ,65289
171,Modest Families,Internet Yellow Pages- Electronic Equipment- Supplies & Service- 1yr ,23857
171,Well-heeled Affluents,Internet Yellow Pages- Home Improvement & Repairs- 1yr ,26809
171,Prosperous Acheivers,Internet Yellow Pages- Home Improvement & Repairs- 1yr ,42325
171,Young Affluent Mobiles,Internet Yellow Pages- Home Improvement & Repairs- 1yr ,45571
171,Upscale Matures,Internet Yellow Pages- Home Improvement & Repairs- 1yr ,21763
171,Elite Households,Internet Yellow Pages- Home Improvement & Repairs- 1yr ,43373
171,Young Upscale Families,Internet Yellow Pages- Home Improvement & Repairs- 1yr ,81549
171,Elder Midscale Class,Internet Yellow Pages- Home Improvement & Repairs- 1yr ,28676
171,Comfortable Retirees,Internet Yellow Pages- Home Improvement & Repairs- 1yr ,6628
171,Mass Markets,Internet Yellow Pages- Home Improvement & Repairs- 1yr ,62089
171,Young Urban Masses,Internet Yellow Pages- Home Improvement & Repairs- 1yr ,29853
171,Diverse Workers,Internet Yellow Pages- Home Improvement & Repairs- 1yr ,46112
171,Modest Families,Internet Yellow Pages- Home Improvement & Repairs- 1yr ,14283
171,Well-heeled Affluents,IPA $1 million-$2 million,473362
171,Prosperous Acheivers,IPA $1 million-$2 million,544477
171,Young Affluent Mobiles,IPA $1 million-$2 million,475265
171,Upscale Matures,IPA $1 million-$2 million,238146
171,Elite Households,IPA $1 million-$2 million,305084
171,Young Upscale Families,IPA $1 million-$2 million,0
171,Elder Midscale Class,IPA $1 million-$2 million,18056
171,Comfortable Retirees,IPA $1 million-$2 million,797
171,Mass Markets,IPA $1 million-$2 million,0
171,Young Urban Masses,IPA $1 million-$2 million,0
171,Diverse Workers,IPA $1 million-$2 million,0
171,Modest Families,IPA $1 million-$2 million,0
171,Well-heeled Affluents,IPA $100K-$249K,0
171,Prosperous Acheivers,IPA $100K-$249K,1086671
171,Young Affluent Mobiles,IPA $100K-$249K,471794
171,Upscale Matures,IPA $100K-$249K,1133938
171,Elite Households,IPA $100K-$249K,1548079
171,Young Upscale Families,IPA $100K-$249K,2133126
171,Elder Midscale Class,IPA $100K-$249K,539793
171,Comfortable Retirees,IPA $100K-$249K,91327
171,Mass Markets,IPA $100K-$249K,123992
171,Young Urban Masses,IPA $100K-$249K,58152
171,Diverse Workers,IPA $100K-$249K,0
171,Modest Families,IPA $100K-$249K,0
171,Well-heeled Affluents,IPA $2 million+,1416776
171,Prosperous Acheivers,IPA $2 million+,40351
171,Young Affluent Mobiles,IPA $2 million+,33720
171,Upscale Matures,IPA $2 million+,18585
171,Elite Households,IPA $2 million+,24959
171,Young Upscale Families,IPA $2 million+,0
171,Elder Midscale Class,IPA $2 million+,0
171,Comfortable Retirees,IPA $2 million+,0
171,Mass Markets,IPA $2 million+,0
171,Young Urban Masses,IPA $2 million+,0
171,Diverse Workers,IPA $2 million+,0
171,Modest Families,IPA $2 million+,0
171,Well-heeled Affluents,IPA $250K-$499K,100885
171,Prosperous Acheivers,IPA $250K-$499K,1006733
171,Young Affluent Mobiles,IPA $250K-$499K,150014
171,Upscale Matures,IPA $250K-$499K,819330
171,Elite Households,IPA $250K-$499K,1311004
171,Young Upscale Families,IPA $250K-$499K,844320
171,Elder Midscale Class,IPA $250K-$499K,132497
171,Comfortable Retirees,IPA $250K-$499K,24425
171,Mass Markets,IPA $250K-$499K,0
171,Young Urban Masses,IPA $250K-$499K,0
171,Diverse Workers,IPA $250K-$499K,0
171,Modest Families,IPA $250K-$499K,0
171,Well-heeled Affluents,IPA $25K-$49K,0
171,Prosperous Acheivers,IPA $25K-$49K,33186
171,Young Affluent Mobiles,IPA $25K-$49K,1234044
171,Upscale Matures,IPA $25K-$49K,89737
171,Elite Households,IPA $25K-$49K,0
171,Young Upscale Families,IPA $25K-$49K,1100327
171,Elder Midscale Class,IPA $25K-$49K,1285368
171,Comfortable Retirees,IPA $25K-$49K,135665
171,Mass Markets,IPA $25K-$49K,618639
171,Young Urban Masses,IPA $25K-$49K,587623
171,Diverse Workers,IPA $25K-$49K,0
171,Modest Families,IPA $25K-$49K,0
171,Well-heeled Affluents,IPA $500K-$749K,322035
171,Prosperous Acheivers,IPA $500K-$749K,460072
171,Young Affluent Mobiles,IPA $500K-$749K,495709
171,Upscale Matures,IPA $500K-$749K,247443
171,Elite Households,IPA $500K-$749K,287559
171,Young Upscale Families,IPA $500K-$749K,0
171,Elder Midscale Class,IPA $500K-$749K,45936
171,Comfortable Retirees,IPA $500K-$749K,797
171,Mass Markets,IPA $500K-$749K,0
171,Young Urban Masses,IPA $500K-$749K,0
171,Diverse Workers,IPA $500K-$749K,0
171,Modest Families,IPA $500K-$749K,0
171,Well-heeled Affluents,IPA $50K-$74K,0
171,Prosperous Acheivers,IPA $50K-$74K,22567
171,Young Affluent Mobiles,IPA $50K-$74K,844821
171,Upscale Matures,IPA $50K-$74K,70887
171,Elite Households,IPA $50K-$74K,0
171,Young Upscale Families,IPA $50K-$74K,858932
171,Elder Midscale Class,IPA $50K-$74K,714232
171,Comfortable Retirees,IPA $50K-$74K,79380
171,Mass Markets,IPA $50K-$74K,340382
171,Young Urban Masses,IPA $50K-$74K,244290
171,Diverse Workers,IPA $50K-$74K,0
171,Modest Families,IPA $50K-$74K,0
171,Well-heeled Affluents,IPA $750K-$999K,256460
171,Prosperous Acheivers,IPA $750K-$999K,342463
171,Young Affluent Mobiles,IPA $750K-$999K,326048
171,Upscale Matures,IPA $750K-$999K,199917
171,Elite Households,IPA $750K-$999K,174447
171,Young Upscale Families,IPA $750K-$999K,0
171,Elder Midscale Class,IPA $750K-$999K,23898
171,Comfortable Retirees,IPA $750K-$999K,2124
171,Mass Markets,IPA $750K-$999K,0
171,Young Urban Masses,IPA $750K-$999K,0
171,Diverse Workers,IPA $750K-$999K,0
171,Modest Families,IPA $750K-$999K,0
171,Well-heeled Affluents,IPA $75K-$99K,0
171,Prosperous Acheivers,IPA $75K-$99K,13806
171,Young Affluent Mobiles,IPA $75K-$99K,646228
171,Upscale Matures,IPA $75K-$99K,58409
171,Elite Households,IPA $75K-$99K,0
171,Young Upscale Families,IPA $75K-$99K,636694
171,Elder Midscale Class,IPA $75K-$99K,551733
171,Comfortable Retirees,IPA $75K-$99K,44867
171,Mass Markets,IPA $75K-$99K,226477
171,Young Urban Masses,IPA $75K-$99K,125863
171,Diverse Workers,IPA $75K-$99K,0
171,Modest Families,IPA $75K-$99K,0
171,Well-heeled Affluents,IPA < $25K,0
171,Prosperous Acheivers,IPA < $25K,0
171,Young Affluent Mobiles,IPA < $25K,727469
171,Upscale Matures,IPA < $25K,0
171,Elite Households,IPA < $25K,0
171,Young Upscale Families,IPA < $25K,693811
171,Elder Midscale Class,IPA < $25K,1683381
171,Comfortable Retirees,IPA < $25K,2980801
171,Mass Markets,IPA < $25K,7249103
171,Young Urban Masses,IPA < $25K,5390508
171,Diverse Workers,IPA < $25K,9128347
171,Modest Families,IPA < $25K,3781456
171,Well-heeled Affluents,Length of Residence: 1-4 Years ,306464
171,Prosperous Acheivers,Length of Residence: 1-4 Years ,360940
171,Young Affluent Mobiles,Length of Residence: 1-4 Years ,2216176
171,Upscale Matures,Length of Residence: 1-4 Years ,213417
171,Elite Households,Length of Residence: 1-4 Years ,1001260
171,Young Upscale Families,Length of Residence: 1-4 Years ,1401731
171,Elder Midscale Class,Length of Residence: 1-4 Years ,712021
171,Comfortable Retirees,Length of Residence: 1-4 Years ,389414
171,Mass Markets,Length of Residence: 1-4 Years ,2790390
171,Young Urban Masses,Length of Residence: 1-4 Years ,2614529
171,Diverse Workers,Length of Residence: 1-4 Years ,2409857
171,Modest Families,Length of Residence: 1-4 Years ,1519778
171,Well-heeled Affluents,Length of Residence: 5 Years or More ,2132773
171,Prosperous Acheivers,Length of Residence: 5 Years or More ,3075277
171,Young Affluent Mobiles,Length of Residence: 5 Years or More ,2001461
171,Upscale Matures,Length of Residence: 5 Years or More ,2581076
171,Elite Households,Length of Residence: 5 Years or More ,2177113
171,Young Upscale Families,Length of Residence: 5 Years or More ,4315946
171,Elder Midscale Class,Length of Residence: 5 Years or More ,4045973
171,Comfortable Retirees,Length of Residence: 5 Years or More ,2864102
171,Mass Markets,Length of Residence: 5 Years or More ,4456732
171,Young Urban Masses,Length of Residence: 5 Years or More ,1473941
171,Diverse Workers,Length of Residence: 5 Years or More ,5300114
171,Modest Families,Length of Residence: 5 Years or More ,748095
171,Well-heeled Affluents,Length of Residence: Less than 1 Year ,130279
171,Prosperous Acheivers,Length of Residence: Less than 1 Year ,115347
171,Young Affluent Mobiles,Length of Residence: Less than 1 Year ,1184991
171,Upscale Matures,Length of Residence: Less than 1 Year ,80656
171,Elite Households,Length of Residence: Less than 1 Year ,471519
171,Young Upscale Families,Length of Residence: Less than 1 Year ,550773
171,Elder Midscale Class,Length of Residence: Less than 1 Year ,236899
171,Comfortable Retirees,Length of Residence: Less than 1 Year ,106665
171,Mass Markets,Length of Residence: Less than 1 Year ,1310231
171,Young Urban Masses,Length of Residence: Less than 1 Year ,2319207
171,Diverse Workers,Length of Residence: Less than 1 Year ,1420858
171,Modest Families,Length of Residence: Less than 1 Year ,1514825
171,Well-heeled Affluents,Like to Shop Around Before Making a Purchase- Agree ,980843
171,Prosperous Acheivers,Like to Shop Around Before Making a Purchase- Agree ,1388969
171,Young Affluent Mobiles,Like to Shop Around Before Making a Purchase- Agree ,2073143
171,Upscale Matures,Like to Shop Around Before Making a Purchase- Agree ,1099516
171,Elite Households,Like to Shop Around Before Making a Purchase- Agree ,1493102
171,Young Upscale Families,Like to Shop Around Before Making a Purchase- Agree ,2481384
171,Elder Midscale Class,Like to Shop Around Before Making a Purchase- Agree ,1959164
171,Comfortable Retirees,Like to Shop Around Before Making a Purchase- Agree ,1216892
171,Mass Markets,Like to Shop Around Before Making a Purchase- Agree ,3325965
171,Young Urban Masses,Like to Shop Around Before Making a Purchase- Agree ,2368865
171,Diverse Workers,Like to Shop Around Before Making a Purchase- Agree ,3346422
171,Modest Families,Like to Shop Around Before Making a Purchase- Agree ,1354983
171,Well-heeled Affluents,Magazine Ads Are Alike- Agree ,279095
171,Prosperous Acheivers,Magazine Ads Are Alike- Agree ,391178
171,Young Affluent Mobiles,Magazine Ads Are Alike- Agree ,686820
171,Upscale Matures,Magazine Ads Are Alike- Agree ,295471
171,Elite Households,Magazine Ads Are Alike- Agree ,464678
171,Young Upscale Families,Magazine Ads Are Alike- Agree ,789373
171,Elder Midscale Class,Magazine Ads Are Alike- Agree ,598985
171,Comfortable Retirees,Magazine Ads Are Alike- Agree ,406903
171,Mass Markets,Magazine Ads Are Alike- Agree ,1135157
171,Young Urban Masses,Magazine Ads Are Alike- Agree ,905130
171,Diverse Workers,Magazine Ads Are Alike- Agree ,1147307
171,Modest Families,Magazine Ads Are Alike- Agree ,547576
171,Well-heeled Affluents,Magazine Ads Are Repeated too Often- Agree ,354331
171,Prosperous Acheivers,Magazine Ads Are Repeated too Often- Agree ,534009
171,Young Affluent Mobiles,Magazine Ads Are Repeated too Often- Agree ,798981
171,Upscale Matures,Magazine Ads Are Repeated too Often- Agree ,387466
171,Elite Households,Magazine Ads Are Repeated too Often- Agree ,515522
171,Young Upscale Families,Magazine Ads Are Repeated too Often- Agree ,898373
171,Elder Midscale Class,Magazine Ads Are Repeated too Often- Agree ,760288
171,Comfortable Retirees,Magazine Ads Are Repeated too Often- Agree ,496255
171,Mass Markets,Magazine Ads Are Repeated too Often- Agree ,1279030
171,Young Urban Masses,Magazine Ads Are Repeated too Often- Agree ,1010090
171,Diverse Workers,Magazine Ads Are Repeated too Often- Agree ,1341887
171,Modest Families,Magazine Ads Are Repeated too Often- Agree ,644962
171,Well-heeled Affluents,Magazine Ads Give Good Info on Consumer Product Use- Agree ,479927
171,Prosperous Acheivers,Magazine Ads Give Good Info on Consumer Product Use- Agree ,643904
171,Young Affluent Mobiles,Magazine Ads Give Good Info on Consumer Product Use- Agree ,937564
171,Upscale Matures,Magazine Ads Give Good Info on Consumer Product Use- Agree ,511279
171,Elite Households,Magazine Ads Give Good Info on Consumer Product Use- Agree ,649420
171,Young Upscale Families,Magazine Ads Give Good Info on Consumer Product Use- Agree ,1199459
171,Elder Midscale Class,Magazine Ads Give Good Info on Consumer Product Use- Agree ,988718
171,Comfortable Retirees,Magazine Ads Give Good Info on Consumer Product Use- Agree ,678193
171,Mass Markets,Magazine Ads Give Good Info on Consumer Product Use- Agree ,1615521
171,Young Urban Masses,Magazine Ads Give Good Info on Consumer Product Use- Agree ,1170411
171,Diverse Workers,Magazine Ads Give Good Info on Consumer Product Use- Agree ,1766118
171,Modest Families,Magazine Ads Give Good Info on Consumer Product Use- Agree ,786736
171,Well-heeled Affluents,Magazine Ads Give Good Info on New Products/Services- Agree ,607695
171,Prosperous Acheivers,Magazine Ads Give Good Info on New Products/Services- Agree ,873340
171,Young Affluent Mobiles,Magazine Ads Give Good Info on New Products/Services- Agree ,1136161
171,Upscale Matures,Magazine Ads Give Good Info on New Products/Services- Agree ,675121
171,Elite Households,Magazine Ads Give Good Info on New Products/Services- Agree ,843704
171,Young Upscale Families,Magazine Ads Give Good Info on New Products/Services- Agree ,1430097
171,Elder Midscale Class,Magazine Ads Give Good Info on New Products/Services- Agree ,1228430
171,Comfortable Retirees,Magazine Ads Give Good Info on New Products/Services- Agree ,824888
171,Mass Markets,Magazine Ads Give Good Info on New Products/Services- Agree ,1898526
171,Young Urban Masses,Magazine Ads Give Good Info on New Products/Services- Agree ,1352340
171,Diverse Workers,Magazine Ads Give Good Info on New Products/Services- Agree ,2019537
171,Modest Families,Magazine Ads Give Good Info on New Products/Services- Agree ,822411
171,Well-heeled Affluents,Magazine Ads Give Useful Information on Bargains- Agree ,490266
171,Prosperous Acheivers,Magazine Ads Give Useful Information on Bargains- Agree ,675712
171,Young Affluent Mobiles,Magazine Ads Give Useful Information on Bargains- Agree ,870017
171,Upscale Matures,Magazine Ads Give Useful Information on Bargains- Agree ,556679
171,Elite Households,Magazine Ads Give Useful Information on Bargains- Agree ,639527
171,Young Upscale Families,Magazine Ads Give Useful Information on Bargains- Agree ,1187102
171,Elder Midscale Class,Magazine Ads Give Useful Information on Bargains- Agree ,978232
171,Comfortable Retirees,Magazine Ads Give Useful Information on Bargains- Agree ,687883
171,Mass Markets,Magazine Ads Give Useful Information on Bargains- Agree ,1632382
171,Young Urban Masses,Magazine Ads Give Useful Information on Bargains- Agree ,1175045
171,Diverse Workers,Magazine Ads Give Useful Information on Bargains- Agree ,1819895
171,Modest Families,Magazine Ads Give Useful Information on Bargains- Agree ,778702
171,Well-heeled Affluents,Magazine Ads Have No Credibility- Agree ,222177
171,Prosperous Acheivers,Magazine Ads Have No Credibility- Agree ,333958
171,Young Affluent Mobiles,Magazine Ads Have No Credibility- Agree ,530368
171,Upscale Matures,Magazine Ads Have No Credibility- Agree ,271158
171,Elite Households,Magazine Ads Have No Credibility- Agree ,358329
171,Young Upscale Families,Magazine Ads Have No Credibility- Agree ,618089
171,Elder Midscale Class,Magazine Ads Have No Credibility- Agree ,487708
171,Comfortable Retirees,Magazine Ads Have No Credibility- Agree ,332561
171,Mass Markets,Magazine Ads Have No Credibility- Agree ,951691
171,Young Urban Masses,Magazine Ads Have No Credibility- Agree ,761082
171,Diverse Workers,Magazine Ads Have No Credibility- Agree ,973639
171,Modest Families,Magazine Ads Have No Credibility- Agree ,484723
171,Well-heeled Affluents,Make Any Home Improvement- 1yr ,998775
171,Prosperous Acheivers,Make Any Home Improvement- 1yr ,1412989
171,Young Affluent Mobiles,Make Any Home Improvement- 1yr ,1702461
171,Upscale Matures,Make Any Home Improvement- 1yr ,1063430
171,Elite Households,Make Any Home Improvement- 1yr ,1420480
171,Young Upscale Families,Make Any Home Improvement- 1yr ,2337134
171,Elder Midscale Class,Make Any Home Improvement- 1yr ,1440412
171,Comfortable Retirees,Make Any Home Improvement- 1yr ,602862
171,Mass Markets,Make Any Home Improvement- 1yr ,2663803
171,Young Urban Masses,Make Any Home Improvement- 1yr ,842526
171,Diverse Workers,Make Any Home Improvement- 1yr ,1866352
171,Modest Families,Make Any Home Improvement- 1yr ,352341
171,Well-heeled Affluents,Make Home Improvements- $500+- 1yr ,380900
171,Prosperous Acheivers,Make Home Improvements- $500+- 1yr ,555809
171,Young Affluent Mobiles,Make Home Improvements- $500+- 1yr ,625408
171,Upscale Matures,Make Home Improvements- $500+- 1yr ,373518
171,Elite Households,Make Home Improvements- $500+- 1yr ,485077
171,Young Upscale Families,Make Home Improvements- $500+- 1yr ,729428
171,Elder Midscale Class,Make Home Improvements- $500+- 1yr ,380890
171,Comfortable Retirees,Make Home Improvements- $500+- 1yr ,93041
171,Mass Markets,Make Home Improvements- $500+- 1yr ,559538
171,Young Urban Masses,Make Home Improvements- $500+- 1yr ,153855
171,Diverse Workers,Make Home Improvements- $500+- 1yr ,285411
171,Modest Families,Make Home Improvements- $500+- 1yr ,34738
171,Well-heeled Affluents,Make Home Improvements- <$500- 1yr ,455342
171,Prosperous Acheivers,Make Home Improvements- <$500- 1yr ,615286
171,Young Affluent Mobiles,Make Home Improvements- <$500- 1yr ,835077
171,Upscale Matures,Make Home Improvements- <$500- 1yr ,492604
171,Elite Households,Make Home Improvements- <$500- 1yr ,719535
171,Young Upscale Families,Make Home Improvements- <$500- 1yr ,1218173
171,Elder Midscale Class,Make Home Improvements- <$500- 1yr ,758043
171,Comfortable Retirees,Make Home Improvements- <$500- 1yr ,285310
171,Mass Markets,Make Home Improvements- <$500- 1yr ,1584404
171,Young Urban Masses,Make Home Improvements- <$500- 1yr ,445464
171,Diverse Workers,Make Home Improvements- <$500- 1yr ,1129243
171,Modest Families,Make Home Improvements- <$500- 1yr ,168728
171,Well-heeled Affluents,Media Trusted the Most- Internet ,457049
171,Prosperous Acheivers,Media Trusted the Most- Internet ,499508
171,Young Affluent Mobiles,Media Trusted the Most- Internet ,1181905
171,Upscale Matures,Media Trusted the Most- Internet ,300271
171,Elite Households,Media Trusted the Most- Internet ,793416
171,Young Upscale Families,Media Trusted the Most- Internet ,1137472
171,Elder Midscale Class,Media Trusted the Most- Internet ,436173
171,Comfortable Retirees,Media Trusted the Most- Internet ,220009
171,Mass Markets,Media Trusted the Most- Internet ,1543613
171,Young Urban Masses,Media Trusted the Most- Internet ,1324894
171,Diverse Workers,Media Trusted the Most- Internet ,1139415
171,Modest Families,Media Trusted the Most- Internet ,631676
171,Well-heeled Affluents,Media Trusted the Most- Magazines ,85342
171,Prosperous Acheivers,Media Trusted the Most- Magazines ,140621
171,Young Affluent Mobiles,Media Trusted the Most- Magazines ,158654
171,Upscale Matures,Media Trusted the Most- Magazines ,105414
171,Elite Households,Media Trusted the Most- Magazines ,112045
171,Young Upscale Families,Media Trusted the Most- Magazines ,209360
171,Elder Midscale Class,Media Trusted the Most- Magazines ,212026
171,Comfortable Retirees,Media Trusted the Most- Magazines ,97417
171,Mass Markets,Media Trusted the Most- Magazines ,223114
171,Young Urban Masses,Media Trusted the Most- Magazines ,166519
171,Diverse Workers,Media Trusted the Most- Magazines ,228062
171,Modest Families,Media Trusted the Most- Magazines ,78414
171,Well-heeled Affluents,Media Trusted the Most- Newspapers ,314131
171,Prosperous Acheivers,Media Trusted the Most- Newspapers ,485806
171,Young Affluent Mobiles,Media Trusted the Most- Newspapers ,537613
171,Upscale Matures,Media Trusted the Most- Newspapers ,416756
171,Elite Households,Media Trusted the Most- Newspapers ,399059
171,Young Upscale Families,Media Trusted the Most- Newspapers ,691603
171,Elder Midscale Class,Media Trusted the Most- Newspapers ,718429
171,Comfortable Retirees,Media Trusted the Most- Newspapers ,427752
171,Mass Markets,Media Trusted the Most- Newspapers ,899587
171,Young Urban Masses,Media Trusted the Most- Newspapers ,609178
171,Diverse Workers,Media Trusted the Most- Newspapers ,991678
171,Modest Families,Media Trusted the Most- Newspapers ,432740
171,Well-heeled Affluents,Media Trusted the Most- Radio ,117029
171,Prosperous Acheivers,Media Trusted the Most- Radio ,171511
171,Young Affluent Mobiles,Media Trusted the Most- Radio ,197564
171,Upscale Matures,Media Trusted the Most- Radio ,114881
171,Elite Households,Media Trusted the Most- Radio ,178853
171,Young Upscale Families,Media Trusted the Most- Radio ,292387
171,Elder Midscale Class,Media Trusted the Most- Radio ,217237
171,Comfortable Retirees,Media Trusted the Most- Radio ,137664
171,Mass Markets,Media Trusted the Most- Radio ,401329
171,Young Urban Masses,Media Trusted the Most- Radio ,289365
171,Diverse Workers,Media Trusted the Most- Radio ,345074
171,Modest Families,Media Trusted the Most- Radio ,176063
171,Well-heeled Affluents,Media Trusted the Most- Television ,319404
171,Prosperous Acheivers,Media Trusted the Most- Television ,494847
171,Young Affluent Mobiles,Media Trusted the Most- Television ,623010
171,Upscale Matures,Media Trusted the Most- Television ,503135
171,Elite Households,Media Trusted the Most- Television ,427789
171,Young Upscale Families,Media Trusted the Most- Television ,889265
171,Elder Midscale Class,Media Trusted the Most- Television ,923925
171,Comfortable Retirees,Media Trusted the Most- Television ,816223
171,Mass Markets,Media Trusted the Most- Television ,1342293
171,Young Urban Masses,Media Trusted the Most- Television ,854710
171,Diverse Workers,Media Trusted the Most- Television ,1935427
171,Modest Families,Media Trusted the Most- Television ,614321
171,Well-heeled Affluents,Newspaper Ads Are Alike- Agree ,240448
171,Prosperous Acheivers,Newspaper Ads Are Alike- Agree ,347088
171,Young Affluent Mobiles,Newspaper Ads Are Alike- Agree ,626226
171,Upscale Matures,Newspaper Ads Are Alike- Agree ,290167
171,Elite Households,Newspaper Ads Are Alike- Agree ,378567
171,Young Upscale Families,Newspaper Ads Are Alike- Agree ,660173
171,Elder Midscale Class,Newspaper Ads Are Alike- Agree ,536456
171,Comfortable Retirees,Newspaper Ads Are Alike- Agree ,393192
171,Mass Markets,Newspaper Ads Are Alike- Agree ,1022214
171,Young Urban Masses,Newspaper Ads Are Alike- Agree ,791011
171,Diverse Workers,Newspaper Ads Are Alike- Agree ,1055745
171,Modest Families,Newspaper Ads Are Alike- Agree ,485932
171,Well-heeled Affluents,Newspaper Ads Are Amusing- Agree ,201422
171,Prosperous Acheivers,Newspaper Ads Are Amusing- Agree ,275357
171,Young Affluent Mobiles,Newspaper Ads Are Amusing- Agree ,425268
171,Upscale Matures,Newspaper Ads Are Amusing- Agree ,218222
171,Elite Households,Newspaper Ads Are Amusing- Agree ,255772
171,Young Upscale Families,Newspaper Ads Are Amusing- Agree ,545431
171,Elder Midscale Class,Newspaper Ads Are Amusing- Agree ,488624
171,Comfortable Retirees,Newspaper Ads Are Amusing- Agree ,389080
171,Mass Markets,Newspaper Ads Are Amusing- Agree ,871673
171,Young Urban Masses,Newspaper Ads Are Amusing- Agree ,681255
171,Diverse Workers,Newspaper Ads Are Amusing- Agree ,1178603
171,Modest Families,Newspaper Ads Are Amusing- Agree ,530958
171,Well-heeled Affluents,Newspaper Ads Are Repeated too Often- Agree ,271287
171,Prosperous Acheivers,Newspaper Ads Are Repeated too Often- Agree ,429758
171,Young Affluent Mobiles,Newspaper Ads Are Repeated too Often- Agree ,608869
171,Upscale Matures,Newspaper Ads Are Repeated too Often- Agree ,377521
